,Tweets,date
89, Otherdeed 6418 bought for 3 47 WETH 4199 23 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-12
90,New RR BAYC minted 5374 RRBAYC NFTs ,2022-06-12
91, New RR BAYC minted 5295 RRBAYC NFTs ,2022-06-12
92, Bored floating in the Dead Sea drinking Chardonnay BAYC ,2022-06-12
93, I agree I see 50 ETH BAYC incoming with ETH price being 600 to 800 Which means 30k to 40k for a floor ape Which considering the fact they were selling for 250k is not a big deal if your liquid because the market will pick back up When it does maybe an ape will cost 1 milly,2022-06-12
94, sweep bayc in a few months when eth is at 500 and they at a 10 eth floor,2022-06-12
95, bearish on using my ape to buy bayc merch let me use my worthless USD pls ,2022-06-12
96,New RR BAYC minted 5257 RRBAYC NFTs ,2022-06-12
97, Some people think metaverse is a scam I think it s the future What do you think ,2022-06-12
98,New RR BAYC minted 5253 RRBAYC NFTs ,2022-06-12
99,where all my bayc amp mayc fam at turns out all my merch only cost 88 in ape bearmarket bright side ,2022-06-12
100, I m still waiting for an answer as holder of BAYC amp otherside How could you possibly share 1 piece of land with the community Can you share the of such land Can you please clarify since it s not possible 1 that would be a security 2 One land is about 2ETH right now ,2022-06-12
101, Top 24h floor changes 14 June 2022 Mixed day some collections falling further and others bouncing back PROOF DOWN 21 ETH Floor 69 48 Moonbirds DOWN 2 3 ETH down Floor 18 5 16 2 BAYC UP 7 ETH Floor 80 87 More data in the tables below ,2022-06-12
102, Lol For that you have to ask me for my seedphrase on discord Thats the BAYC way ,2022-06-12
103,ready for the show nft opensea BAYC ,2022-06-12
104,nfts nftinfluencer nftdrop nftcollectors nftcommunity boredapeyachtclub bayc punk cryptopunk crypto bitcoin bitcoins bitcoininvestment nftcollectibles nftnews money invest investment investing love instagram,2022-06-12
105, Otherdeed 14983 bought for 3 7 5548 3 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-12
106, Someone in NYC needs to grab some black paint and go fix the NEKST wall that BAYC just fucked up Incredibly stupid and dis ,2022-06-12
107, So when will you remove the flags on stolen assets And by stolen I am referring to obvious exploits of vulnerabilities in the Wyvern contract You are holding the space back to cover your own behinds Too scared of BAYC holders suing you,2022-06-12
108,bayc was about 350 around a year ago imagine selling it for x2 ,2022-06-12
109, What a match BAYC AppleWatch NFT bayc442 ,2022-06-12
110, Booom TamedApes beyond the the Cryptocrash Taming tha loved BAYC Are you ready nft ,2022-06-12
111, Very creative and sick derivative of BAYC Would love to be part of the community ,2022-06-12
112, FREE otherside NFT GIVEAWAY To win 1 Follow 2 Retweet my Pin tweet amp this tweet 3 Drop your ETH wallet address Winner at 10 days nftCommunity nftcollector nftart NFTProject NFTGiveaway NFTs NFTd NFT Airdrop NFTdrops NFTGiveaways BAYC ,2022-06-12
113, Did you know ,2022-06-12
114, Yuga Labs Co Founder Warns of Imminent BAYC Social Media Attack ,2022-06-12
115, RR BAYC 3808 was bought for 0 3 438 67 by 0x2ae8 9380 RRBAYC NFTs ,2022-06-12
116, No,2022-06-12
117,BAYC started a war lol ,2022-06-12
118, Seth Green paid worth 300K to regain back his stolen BAYC This specific NFT was meant to star his upcoming TV show White ,2022-06-12
119,projects I don t own but wish I did wolf game sheep farmer land fidenza proof collective doodles bayc what s on your wish list ,2022-06-12
120, Otherdeed 46170 bought for 14 5 17973 77 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-12
121,JUST IN High profile BAYC collector denies allegations of wrongdoing brought by DeFi detective Read more ,2022-06-12
122, RR BAYC 1673 was bought for 0 144 158 78 by bobbyzoo eth RRBAYC NFTs ,2022-06-12
123, Arrived Preparing for NFT NYC web3 nft bayc quirkiesnft ,2022-06-12
124, Yo I gotta be honest these Versions of the BAYC apes are DankAF Definitely fxckin with these we may ,2022-06-12
125,Bear Market Can Be Bored But We Are Okay OBYC OkayBearsYachtClub OkayBearsYC BoredApeYC BAYC NFTs NFT NFTCommunity Bitcoin ETH ,2022-06-12
126,First day out for crew Herb BAYC7486 Dora BAKC 8184 Rex Koda 2883 and clan Warchief BAYC 1407 Bella BAKC 5773 and Patches KODA 7623 ,2022-06-12
127, NFT NFTs BAYC NFTCommunity rrBAYC ,2022-06-12
128, When does RR BAYC flip BAYC ,2022-06-12
129, The Big market Sell Off in Crypto Crypto has affected the NFT Market further with losses experienced by BAYC BAYC and Crypto Punk Not a Happy Monday ,2022-06-12
130,I Believe lost most of their true community now most of it is people addicted to the bag With that said i do not hate nor dislike BAYC it s very clear that its just a status symbol nowadays and the few remaining real ones are in the BoredApeYC,2022-06-12
131, PANDAS amp APES ARE NOW FRIENDS THIS SHHH T BE WILD WELCOME TO THE JUNGLE ,2022-06-12
132, 4 meme axs gamefi play to earn meme BAYC pfp mem ,2022-06-12
133, All overpriced crap with the exception of OG collections such as Cryptopunks BAYC MAYC ,2022-06-12
134, You do enjoy deflecting ,2022-06-12
135,Launching 2 Headed Apes soon Extensive list of Prizes that could be won will be posted here soon NFT NFTGiveaway OthersideMeta Koda MAYC Bayc FreeNFT BoredApeYC ape 0xApes NFT moonbirds goblintownwtf APECOIN opensea ,2022-06-12
136, MONKE WHAT ELSE DO YOU NEED TO KNOW It s all here flip Ape shib do ,2022-06-12
137,The recent market crash has also affected the NFT space causing the floor price of BAYC NFTs to continue to fall ,2022-06-12
138,New RR BAYC minted 5291 RRBAYC NFTs ,2022-06-12
139, Momoblack 5 Momoblack NFT Pass BAYC MAYC Azuki 1 ,2022-06-12
140, still shocked there weren t any BAYC stolen with malicious QR codes,2022-06-12
141, I m talking about loaded lion and Hippo syndicate and laynlow and alpha and the stakehouse It s always the same main player involved in these rugpulls They ve been flaming others for months now but here they are again with another situation ,2022-06-12
142, I can t wait to see somebody mint a SOLID GOLD Monke SO many in there You know where they are BAYC fans ,2022-06-12
143, And here s your crew that likes to run around calling people scammers Funny how they re all pretending to be innocent now ,2022-06-12
144,The founders OG Free mint is happening now Link is in their discord in bio goblintownwtf Discord WAGMI FreeNFTs freemintNFT NFTCommmunity BAYC Solana ,2022-06-12
145, Ginoa otherdeed OthersideMeta cryptocurrency Cr ,2022-06-12
146, nfts nft NFTProject nftart nftcollection nftcollectors nftdrop nftcommunity nftartist opensea rarible nonf ,2022-06-12
147, Sappy Seals are dope But Wen trolls has less than 10 listed for sale Blue chip holders from BAYC Azuki Moonbirds MAYC and even globally known athletes and influencers are onboard This is the one you don t want to miss ,2022-06-12
148,Sneakpeak this pretty ethereum ethereumnfts ethereumnft opensea openseanft NFT NFTs nftart nftcommunity bayc mayc goblintownwtf veecon doodles etherrock ,2022-06-12
149, There two types of hominid MONKE and Hooman Be like MONKE NOT HOOMAN APE BAYC APECOIN WAGDIE WAGMI shib doge btc eth usdc,2022-06-12
150, Then I can finally have a BAYC,2022-06-12
151,Our second Honorary is For we made it a little cheerful and smiling CheerfulMonkeys NFTcommunity BAYC ,2022-06-12
152, Lol spittin firee,2022-06-12
153, 8 EXPECTED VALUE I only invest in mid to high tier blue chip NFTs etc Several Twitter junkies ,2022-06-12
154, MUTANTGOBLINAPE SOLD OUT YES L K This MGA s My Friend mgaishere goblintownwtf apefollowape NFT Web3 art NFTCommunity nftart NFTProjects BAYC MAYC goblintownwtf ,2022-06-12
155,New RR BAYC minted 5264 NFTs ,2022-06-12
156, Beeeeeg bayc cope in the responses ,2022-06-12
157,This was literally the Bored Ape top BAYC ,2022-06-12
158, 8 They have just taken on a somewhat new form called 0xApes Maybe waiting all this time to transform when the time was r ,2022-06-12
159, U got quite a bit of those in urs as well makes sense ur such an expert on the matter lmao ,2022-06-12
160,A big man is one who makes us feel bigger when we are with him John C Maxwell RT Like amp Follow I ll see MIMExMIME NFT Tezos pfp mimeverse rip bayc,2022-06-12
161, can t wait LG satoshiverse Legionnaire ApemoArmy JoinSatoshisLegions BAYC Apecoin Ape Apein satoshi NFTCommmunity EthereumNFTs ETH NFTartist playtoearn Gamefi Bitcoin BTC P2E crypto ,2022-06-12
162, WAYC Head to Head vs MAYC 20 WL Spots for WAYC 1 amp Like 2 Follow ,2022-06-12
163,Colecionador de alto perfil do BAYC nega alega es de irregularidades trazidas pelo detetive DeFi ,2022-06-12
164,BAYC C M t Ngh a V i ApeCoin Kh ng APE M t H n 34 Trong M t Tu n 2022 ,2022-06-12
165, I remember being delighted when BAYC collaborated with The Hundreds I m just as excited for this let s go ,2022-06-12
166, MUSTACHE GANG 410 kaijuking openseanft ethereum bitcoin nft openseaart cryptoartist cryptocollectible c ,2022-06-12
167, Bored Human NFT because who needs yet another 8 bit cartoon First high utility human PFP project on ETH 1500 RE ,2022-06-12
168, Grab your serums before MACC Mint amp the lab opens MOON GACC GrandpaApeChemistryClub SippinSerum MutantApeCC B ,2022-06-12
169,Pickup Speaker of NFTNYC2022 Akylles NYC lawyer On chain Fam Bayc EntrepreneurNew Akylles NYC lawyer On chain Fam Bayc NYC ,2022-06-12
170,Wen apes add duck to collection BAYC ODYC duckfollowduck apefollowape NFTCommunity ,2022-06-12
171, By ignoring RR BAYC conceptual art collection ,2022-06-12
172, Actually a big fan of most bayc holders the top ones on Twitter are pretty based,2022-06-12
173,Guess who s performing at Apefest this year BAYC ApeFest2022 ,2022-06-12
174, this is not accurate but it says i m good great point einstein,2022-06-12
175, 2 More info Two winners will be randomly selected Contest ends 10am PST Jun 16 2022 T amp Cs ,2022-06-12
176,Very Very Clever Humans who have disrupted the NFT world and changed the landscape in a positive way hate them or love them they exposed a greedy space BAYC was 1eth price this time last year let that sink in ,2022-06-12
177, AdidasOriginals joined gmoney amp BAYC with a collaborative NFT project which is sold out and the total sales volume now is over 3M dollars Holders now can access in virtual land experiences and collaborative merchandise ,2022-06-12
178,New RR BAYC minted 5418 RRBAYC NFTs ,2022-06-12
179, I m a crypto trader first But I will say buying bluechip nfts with solid teams Kaiju BAYC Azuki CyberKongz coul ,2022-06-12
180, 1 People laughed and criticized me when I said 0xApes was a movement amp the ghost of BAYC I said this because 0x buyers h ,2022-06-12
181, Well since you asked 4 bayc co founders Gordon Goner anagram for Drongo Negro Gargamel anti seme ,2022-06-12
182,Hi community We ve finally polished our brand new website Welcome OpenSea NFTCollection BoredApe BAYC FamousApes Celebs ETH NFT,2022-06-12
183, If you re a gamer this project is for you GGPRO BSC 0x2d8ce5e3764016bb286f00bc3fdefcffd77eb106 ,2022-06-12
184, Free NFT Giveaway Worth 1 ETH 1060 Follow amp Rt Drop your ETH address NFTCommunity ,2022-06-12
185, 3D MONKE NFT with Metaverse utility dapp to track the 3 USDC REFLECTIONS holders receive for holding MONKE All created by the Community in one week Flip Ape flip BAYC NFTCommunity Shib doge ,2022-06-12
186,What s the difference between this contracts art and BAYC contracts art Anyone Bueller ,2022-06-12
187, nft nftart nftartist nfts nftcollector nftcollectors nftartists nfthesearch crypto art digital ,2022-06-12
188,did you know that fine art keeps its value even in recessions and bear markets Arties x Voka is going to release some valuable collections soon Just look at their collabs bayc celephais nanopass bubbleworld etc eth sol ftm near avax ,2022-06-12
189,Yuga Labs Co Founder Warns of Imminent BAYC Social Media Attack Activerify,2022-06-12
190,idk who needs to hear this but BAYC is going to sub 50 eth floor this bear market,2022-06-12
191, 3RD KODA BAYC LAND ACQUIRED KoDAO is thrilled to announce a massive 15E pre mint contribution from This all ,2022-06-12
192, I know a lot of BAYC and MAYC hold trolls would be awesome if the rest would join us and help us grow this company ,2022-06-12
193, TWICE 3K NFTs Follow OpenSeaNFT Opensea PolygonNFT BAYC MAYC WomeninNFTs NFTs NFTCommunity NFTProjects NFTJPN NFTJapan ape ,2022-06-12
194,El cofundador de Yuga Labs advierte hack inminente a las redes sociales de BAYC El cofundador de Yuga Labs Gordon Goner cree que puede haber un pr ximo ataque a las cuentas de redes sociales de Bored Ape Yacht Club Crypto wsm nft btc ,2022-06-12
195,NewProfilePic WE ARE A ONE STRONG MOTHERFUCKING COMMUNITY the next BAYC BUT BETTER NFTCommunity ,2022-06-12
196,Check this AI mutant out ETH MAYC BAYC NFT NFTGame nftcollector ,2022-06-12
197, Impossible ,2022-06-12
198,Take flight in your life Kool Catz never wait for permission to soar to new heights They always act first and ask permission later koolcatz nft nfts NFTartist nftart nftartists nftcommunity bayc mayc crypto digitalart art nftcollector Inspiration NFTfam ,2022-06-12
199, Yes and he is the manager of BAYC too i think WoW is massivly undervalued,2022-06-12
200,BAYC OTHERSIDE I think like people should give Beatheadz more time and be less hateful I mean defi nfts won t always follo ,2022-06-12
201, Yeah but only if you click a compromised link right We are not BAYC retards,2022-06-12
202,This shit is bananas B A N A N A S BAYC ,2022-06-12
203,Auction settled for RR BAYC 2723 Winner was 0x86dB eA8f with their bid of 1 1239 11 RRBAYC NFTs ,2022-06-12
204, MORE MERRCCHH BAYC MAYC NFT ,2022-06-12
205, Otherdeed 30589 bought for 2 25 2670 41 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-12
206, good news is pretty soon an rr bayc will cost 10 to mint,2022-06-12
207, I guess i should go buy my skulls,2022-06-12
208, GRANDPAS MUTANTS IN 2 DAYS Fuck it Now is the best time King GACC MACC GrandpaApeCoun ,2022-06-12
209, Hey take a look at this amazing and cool project it s a project with IRL benefits like discounts at bcc roastery meeting place in the metaverse and much more do you want to be a member NFT NFTCommunity coffee NFTGiveaways NFTshill,2022-06-12
210, Shall we bring out the track records of you and your associates Sounds like there are knowledge gaps and misinformation that has been shared with you History101,2022-06-12
211, bayc web3 NFT ,2022-06-12
212, MONKE HAS BROKEN ATH LFG MONKE FLIP APE BUY MONKE MONKE WILL NOT BE STOPPED ETH memecoin 1000xgem 1000MONKE Monkeypoxalypse BAYC NFTGiveaway USDC NFTCommunity SHIB Saitama dogecoin ,2022-06-12
213, DEG w BTC BAYC ,2022-06-12
214,Just set my buying orders BTC 10k ETH 100 Let s get there faster so I can buy a BAYC for 3 5k,2022-06-12
215,Hello I just got back from working all day away I hope everyone is well NFTCommunity BAYC cryptocurrency Cryptocrash cryptopunks WomeninNFTs,2022-06-12
216, ApeMarket will feature RR BAYC BAYC MAYC BAKC amp Otherdeeds 0 royalties 0 fees According to our math this w ,2022-06-12
217, Free NFT Giveaway Worth 1 ETH 1000 Follow amp amp Retweet Drop your ETH address NFTCommunity opensea NFTArtist ,2022-06-12
218, Lol what So you are out here catching heatvfor sidingvwith Defi Dave so you try to misdirect to horses some how Lol By all means Please keep telling us how pathetic you are with out telling us ,2022-06-12
219, Hi Lynx Boy am I glad i didnt buy a boat load of LHRC when you told the community we should get in before the whales while it was near 1 Update LHRC is 05 also glad I waited to get skyboxes at a more reasonable price rather than your ill assessed price ,2022-06-12
220, CryptoPunks BAYC Clone X CNP COLLECTION,2022-06-12
221,Grandpa Ape Country Club 2807 Rank 284 Rare Trait Gold 0 82 GACC GrandpaApeCountryClub opensea nft azuki nftart nftproject BAYC MAYC MACC BAKC digitalart crypto art ethereum ,2022-06-12
222,Never forget The Great Ape Escape of our time via NFTs opensea BAYC NFTCommunity,2022-06-12
223, Not fading I own a very large collection of BAYC MAYC BAKC otherside KODA but the team have done an excellent job in the current market and the utility is about to be released without hype it s worth checking out ASTO ,2022-06-12
224, Nice collection,2022-06-12
225,Sorry guys put PussXL will not be minted due to some technical issues anyways i want to share some of the artwork as I will be not minting it at all Peace pussx crofam Cryptocom Cronos opensea NFT NFTs BAYC NFTCommmunity cryptoartist ,2022-06-12
226, Divinity Cells 208 serie 1 gif pfp and backside art shot If you d like your NFT in a gem then ,2022-06-12
227,NFTs changed my life Not going anywhere BAYC MAYC ,2022-06-12
228,The first item sold on eBay was a broken laser pointer NFT NFTs NFTCommunity NFTGiveaways NFTCommumity NFTartist nftart nftdrop bitcoin btc bayc Ethereum opensea ,2022-06-12
229,Listed for 0 08 eth nft cyberswag ape BAYC NFTCommunity nftart NFTGiveaways go for it ,2022-06-12
230, people believe a hired PR firm did street art promotion but didn t know not to touch a famous piece of graffiti Errrm okay What s truly fukcing sad is BAYC don t have any talented artists to promote their racist monkey jpegs so they have to pay ,2022-06-12
231,Ape 766 02 ETH Buy nft NFTs NFTCollection nftart NFTGame APE NFTCommumity nftnews ada SolanaNFT BAYC BinanceNFTs binance bnb Web3 Metaverse APECOIN SOL BinanceNFT dot nftcollectors trx NFTartists ElonMusk nftcollector ,2022-06-12
232,fyi there are TWO BAYC lands with weaponized koda and artifact UNDER the MAYC land floor arb opportunity ,2022-06-12
233,BSC Bitcoin ETH Ethereum cryptocurrecy 100xgem sundayvibes BTC Pride2022 esport NFT CryptocurrencyNews Cryptos 1000xgem Airdrops BAYC SAFEMOONARMY UFC275 nftart sports ,2022-06-12
234, there really are a surprisingly of BAYC members in the 999 club,2022-06-12
235, It didn t solve any issues that the existing offering had Like my answer to your BAYC question timing has the biggest impact on success 12 18 months earlier and they would be no 1 now ,2022-06-12
236, Munkees always want to stay relevant and flaunt their munkee dicks everywhere they go Meanwhile in BAYC ,2022-06-12
237, Things might get a little wild and wouldn t be surprised if there s some giveaways will be our Host MC ton ,2022-06-12
238, goblin gt bayc ,2022-06-12
