,Tweets,date
35,Ape 7209 Todays Sale 81 82 ETH 87739 68 USD Previous Sale 97 ETH 106486 6 USD Delta 15 18 ETH 18746 92 USD BoredApes BAYC ,2022-06-15
36, 13 Utility At current prices BAYC holders have been airdropped over 250k 150k in tokens 75k in Mutants and 25k ,2022-06-15
37, NFT NFTs NFTCommunity NFTGiveaways NFTCommumity NFTartist nftart nftdrop bitcoin btc bayc Ethereum opensea Be ,2022-06-15
38, Who is looking forward to the next generation of The artwork is just crazy so much detail and all hand ,2022-06-15
39,Authenticity and being your true self to the world is a superpower koolcatz nft nfts NFTartist nftart nftartists nftcommunity bayc mayc crypto digitalart art nftcollector Inspiration NFTfam ,2022-06-15
40, Trippy cool ass art Bad ass community psychonautapes padfam padcrew BAYC MAYC padto1e ,2022-06-15
41, 1 2 g s 3 s s Re ,2022-06-15
42, Otherdeed 82100 bought for 4 55 WETH 4923 96 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-15
43,What price do you think APE Coin will be after The Otherside mint on Saturday BAYC ,2022-06-15
44, WTF is this This is some legit scarry shit Who knew a fucking moose could look like that That's some legit artwork When is it going on sale nft nftart wwf bayc goblintownwtf ,2022-06-15
45, I'd love a bayc ty ,2022-06-15
46, As in Fortnite V Bucks At least kids can play as their favorite character for hours and hours for a few month I would even argue that more artistic work is put into many game skins vs average NFTs eg BAYC apes look horrible to me but taste in art is hard to rationalize,2022-06-15
47, BAYC better than ODYC ,2022-06-15
48, Snipe Alert Jun 15 11 00 am Bored Ape Yacht Club Target Price 99 00 Floor Price 83 5 MemberoneAlpha mayc bayc bakc ,2022-06-15
49, Good Lort Have Murcy gacc macc bayc mayc ,2022-06-15
50, JH I've sent some offers If you're keen on BAYC integrity I'm happy to accept ownership of these pieces into my own honestly established collection ,2022-06-15
51, Otherdeed 82003 bought for 2 2212 34 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-15
52, BAYC investors buying up zombiestown wtf and Source ,2022-06-15
53, When eth hits 200 but BAYC FP is still 80E,2022-06-15
54, The end is almost here are you ready Join the Revolution AIPES RUGMI Hard Baby NFT nftart nftcollecto ,2022-06-15
55,Are investors buying the NFT dip BAYC has the answer AMBCrypto via BTCnews for iOS ,2022-06-15
56, BAYC APE still over 1B MC ,2022-06-15
57,i just wanna know when bayc is 150 eth amp mayc is 42E again I'll take 100k 2022 BTC tho ,2022-06-15
58, Otherdeed 92498 bought for 2 25 2470 05 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-15
59, Making a movie or writing a book isn t appropriating His problem with BAYC is that it is spreading appropriated racist images throughout the internet correct Is that not what RRBAYC is as well Appropriated racist images ,2022-06-15
60,11 CONFIRMED COLLABS lil alpha Nansen Connect will begin with a limited number of participants including subscribers to its analytics service and owners of high profile ETH NFTs such as BAYC Moonbirds Azuki Doodles and CloneX ,2022-06-15
61, I d say if you can use it to own a piece of real estate property go for that Because you can sleep in a lambo but not in a BAYC jpeg ,2022-06-15
62, BAYC 779 just drank a of serum and looks a little spaced out should I take him to the hospital Or let him enjoy t ,2022-06-15
63,Make sure to smash those reminder buttons for tonights WAGMI Wednesday twitter space with the GACC Pack Join the GrandpaApeCountryClub as we talk about the week so far upcoming mutants and answer all those questions you've been waiting for Live at 5pm PST NFTs BAYC JBAC ,2022-06-15
64,BAYC pablobly nuffin ,2022-06-15
65, I know I'm stating the obvious but 3 digit ens is now a blue chip NFT Flipped doodles moonbirds MAYC We gunn ,2022-06-15
66, Otherdeed 98715 bought for 2 05 2250 49 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-15
67, 0x77B2F9a5DF2efc260B6f1b57C636f64C3b3e926F I like your project ,2022-06-15
68, Buy a BAYC,2022-06-15
69, 1 5 ExclusiblePenthouse 0 25 0xded7720e7e1682cf67345273837ca0c80ba669ef 8 CLONEX Buy 18 Sell 0 6 BAYC Buy 10 Sell 5 5 MAYC Buy 9 Sell 1 3 WOW Buy 5 Sell 0 2 AZUKI Buy 3 Sell 1 1 DOODLE Buy 2 Sell 4 ,2022-06-15
70, 4 5 hrs to go on this blue beams beauty RR BAYC by we like the conceptual art ,2022-06-15
71,Am I the only one that thinks the BAYC Trezor Hunt will take place in ,2022-06-15
72, Otherdeed 95562 bought for 2 2166 02 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-15
73, Facts Put your eth where your mouth is BAYC and invest in GreenChipNFT projects doing something positive for the planet ,2022-06-15
74, phenomenal hype NFTCommunity blockchain BAYC APE,2022-06-15
75,Guys what if we could download food nft nftart BAYC Azuki decentralized CentralPark cryptocurrency,2022-06-15
76, Free NFT Giveaway Worth 1 ETH 1900 Follow amp Retweet Drop your ETH address NFTCommunity opensea NFTArtist ,2022-06-15
77,Giving away this lucky Pass To Enter Follow Like amp Retweet Tag 3 friends Winner selected in 3 days NFT NFTCommumity BAYC MAYC DegenHQ ENSgiveaway NFTGiveaway NBAFinals nftart ,2022-06-15
78,would you rather one 1 M1 mutant ape M2 mutant ape azuki clone x moonbird and doodle or one 1 BAYC,2022-06-15
79, way2rich fumbled BAYC 7209 status No Hands in 97 WETH out 81 82 WETH hodl 16 days loss 15 18 ETH spent 188180 06 2022 lost 100878 54 ,2022-06-15
80, Cyberkongz down so bad that led by Nate Rivers they all turned into pathetic bear shills shilling for an anon team wit ,2022-06-15
81, I need to go back in time not borrow money hahaha Right when BAYC was lt 1k usd,2022-06-15
82, I joined the crypto industry in 2017 and for me every project is still a potential scam from Bitcoin to BAYC It's not a heit it's just a caution that allows me to save my money I'm still noob here but it's helpful,2022-06-15
83, Free NFT Giveaway with access to Siberian people club Follow amp Retweet Drop your ETH address NFTCommunity open ,2022-06-15
84,High profile BAYC collector denies allegations of wrongdoing brought by DeFi detective Enter Chat Room ,2022-06-15
85, 2 5 BAPGENESISBULLS 0 5 0x2cf6be9aac1c7630d5a23af88c28275c70eb8819 1 AZUKI Buy 1 Sell 0 1 BAYC Buy 1 Sell 0 1 COOL Buy 1 Sell 0 1 DOODLE Buy 1 Sell 0 1 MAYC Buy 1 Sell 0 ,2022-06-15
86, I love my jerseys bro So ,2022-06-15
87, DID YOU GET YOUR YET Get in if you can coz we mooning Twitter space in a couple of hours check bellow n ,2022-06-15
88, Snipe Alert Jun 18 7 00 pm Bored Ape Kennel Club Target Price 9 00 Floor Price 5 98 MemberoneAlpha mayc bayc bakc ,2022-06-15
89, Exclusive Footage of BOR DSUN BAYC 5128 training Storm Tracks Koda 9364 Owner ,2022-06-15
90, NKC Web3 Trending Trade BAYC,2022-06-15
91,Crypto Panic High profile BAYC collector denies allegations of wrongdoing brought by DeFi detective Bet with BTC via ,2022-06-15
92, The more I listen to the more I wanna join the ride Picked up my second RR BAYC CantCopyNFT ,2022-06-15
93,Although numerous it's not clear how on chain data alone led the DeFi detective to deduce Jeff Huang as being behind the alleged misconduct ,2022-06-15
94, An APE can coexist with another Ape 6580 BAYC pablosapes pablosmanshin pabloslol BoredApeYachtClub MAYC ,2022-06-15
95,Fuck BAYC ,2022-06-15
96,Thinking of buying a RR BAYC hmmmm ,2022-06-15
97, Is this only for punks Need this for my BAYC,2022-06-15
98,NFT Twitter and BAYC owners so desperate to touch grass that they still won't cancel the NYC trip ,2022-06-15
99, goblintown goblintownwtf goblin nft crypto nfts punks bayc mayc rtfkt azuki airdrop https ,2022-06-15
100, Same with your BoredApes they're tired of waiting for 's too BAYC DAW,2022-06-15
101,ApeCoin atinge novo m nimo junto com pre o do BAYC ,2022-06-15
102,New RR BAYC minted 5499 RRBAYC NFTs ,2022-06-15
103, I heard it s a good time to buy MAYC Got mine for really cheap A steal i tell you Where my cough panda coug ,2022-06-15
104,Arrived in NYC So excited THIRDFRIENDS HKSKstudio BAYC MAYC likeminded NFTNYC NFTNYC2022 NFT ,2022-06-15
105,Just got hacked and lost several mfer meebits premint and BAYC lands Be careful in bear market hackers become fierce ,2022-06-15
106, MUTANTGOBLINAPE SOLD OUT L K This MGA's My Friend Open Sea Discord mgaishere goblintownwtf apefollowape NFT Web3 art NFTCommunity nftart NFTProjects BAYC MAYC goblintownwtf ,2022-06-15
107, It s sad to see people turn a blind eye to obvious rugs when money is involved especially when the parties involved have financially harmed others at significant cost Welcome to the entire NFT space Looking at Azuki maybe even BAYC Protect them bags doe amirite ,2022-06-15
108, Otherdeed 91097 bought for 2 18 2355 48 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-15
109,1 Wer steckt hinter dem Bored Ape Yacht Club 2 Wie wurde BAYC so popul r 3 Welches NFT wurde zum h chsten Preis verkauft Schau auf unseren IG Kanal und erfahre mehr dar ber cryptonerds official ,2022-06-15
110,What are you waiting for RUGMI Hard Baby NFT nftart nftcollectors aigenerated artificialintelligence nftcollectors nftcommunity nftcollectibles nftartist nfts nftartists nftartgallery BAYC MAYC BoredApeYachtClub ,2022-06-15
111, BAYC 2162 is now marked with a reported for suspicious activity tag on OpenSea the world's largest NFT marketplace T ,2022-06-15
112, When 10000 Bored Apes embarked their journey into the NFTCommunity the response was astonishing to say the least Th ,2022-06-15
113, Are you sure it's BAYC doing ,2022-06-15
114,MACC DJ PARTY SNEAK 19 Join the Discord MintingSoon MutantApeCountryClub GACC GrandpaApeCountryClub BAYC MAYC NFTMint NFTMintAlert OpenSeaNFT Kuchuya Mutants ,2022-06-15
115, TWICE Momo 3K NFTs Follow and Retweet OpenSeaNFT Opensea NFTJPN NFTJapan BAYC MAYC cryptopunks Justape NFTCommunity WomeninNFTs NFTGiveaway ,2022-06-15
116, Otherdeed 64674 bought for 2 95 3238 51 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-15
117,As a person who s not a fan of bayc Y all are slowly making a fan out of me because of the constant dumb hate You wanna know the truth most of you didn t even know who nekst was before this and are just emotionally reacting because of your hate for bayc,2022-06-15
118, Amazing ,2022-06-15
119, Otherdeed 64944 bought for 2 18 2434 46 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-15
120, apes be like Bayc membr won the nba championship woaww we the best yet steph partners with the real Gorillas cyberkongz ,2022-06-15
121, SPIN A WHEEL TO WIN BAYC amp CRYPTOPUNKS The NFT Casino Making Millions Rollbit s First NFT Collection Grab Your NFT Lootbox ,2022-06-15
122,covering the basics of BAYC ,2022-06-15
123, BAYC thinks im legit masterminding all this shit against them paranoid delusions they dont realize that most of the wor ,2022-06-15
124,I just remembered when by was going to give ETH prizes to punk minters and OG wabisuki holders but then the artist gave up three weeks after public mint and deleted their roadmap and later pretended to be a BAYC owner to generate interest in it LMAO,2022-06-15
125, Like this tweet if you want to see this Zombie Sailor Ape tripped today BAYC Tripsters HAPE ,2022-06-15
126, Otherdeed 84552 bought for 3 75 4116 75 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-15
127,My profile eth 0 23 E Check out my item listing on OpenSea ensdomains Ethereum NFT NFTCommmunity ETH DomainName domainsforsale domainnames BAYC NFTCollector arabicdomain OpenSeaNFT DomainNameForSale ens,2022-06-15
128, Otherdeed BAYC amp WL Giveaway 1x Exclusive NFT Worth 3 Eth 3x Exclusive WL To Win ,2022-06-15
129, Bunch of bayc azuki ones Altho that was a while ago D,2022-06-15
130,Grandpa Ape Country Club 2795 Rank 2361 Rare Trait Red GACC Hat 0 98 GACC GrandpaApeCountryClub opensea nft azuki nftart nftproject BAYC MAYC MACC BAKC digitalart crypto art ethereum ,2022-06-15
131,Okay I did a thing It's time to show the real me and surround myself with an even bigger community and have more frens in the NFT space BAYC MAYC ApeFest2022 ,2022-06-15
132, V I P 1 of 1 APES Giveaway is a top NFT project so who will get a free one will be rich instantly we are talking about 10eth minimum 1 Follow us 2 amp 3 Tag frens nft nfts NFTGiveaway NFTCommunity ApeNFT pfpNFT 1of1 FreeNFTs BAYC ETH ,2022-06-15
133, Otherdeed 81257 bought for 14 94 18258 77 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-15
134, Nearly 100M has been spent on gas for the BAYC land sale in one hour This is money that could have gone to Yuga or stayed ,2022-06-15
135, Otherdeed 54436 bought for 2 2 2432 47 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-15
136, so everyone is going to have a bayc in about 7 days when Eth is 100 ,2022-06-15
137, 100ETH The next bayc nfts nftcommunity thenextbayc nft crypto ,2022-06-15
138, lol BAYC holders would've been cleaned ,2022-06-15
139, Otherdeed 72449 bought for 2 01 2358 84 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-15
140, Yes BAYC is the problem ,2022-06-15
141,New RR BAYC minted 5458 RRBAYC NFTs ,2022-06-15
142,Lol serious deer stalker hat fomo now gacc macc Join our discord and see what the fuss is about bayc MAYC ,2022-06-15
143, Ladies Gentlemen and Apes welcome aboard In addition to all the incredible goals that the team has we will be doing interviews WAGMI BAYC boredapeyachtclub boredape nftcommunity NFTs ,2022-06-15
144, for fractional ownership of BlueChipNFT amp IRL property by MAYC amp BAYC with All of the above moonshine Bullish DIAMONDHANDS LFG NFTs ,2022-06-15
145, Coinbase nft is down so bad they are sending me emails saying I can get an official BAYC for 1 eth Must have fired their p ,2022-06-15
146, This doesn t even mention that just over 12 of the holders are blue chip owners wallets holders with BAYC MAYC Azuki Cryptopunks etc Decent ratio and just the start as more will be definitely coming with what s in store for this project ,2022-06-15
147, same You ve got this bud Times are hard Especially for bayc owners especially for NFT Twitter influencers we here for u ,2022-06-15
148, Thats ur sentence Every holder will get an AI BAYC Free Mint Read ur pin tweet But its ok u do what u want ,2022-06-15
149, NFT RTFKT BAYC Yuga Labs ,2022-06-15
150, NFT Sales Update Highest NFT sales of the past 7 days BAYC 4549 BAYC 8971 BAYC 6041 BAYC 6151 BAYC 3338 What ,2022-06-15
151, That's Tim Berners Lee And don't think crypto NFTs don't have this sort of elitism Bitcoin max ,2022-06-15
152,WIP nft opensea BAYC ,2022-06-15
153, Today s Gm for BAYC 7990 ,2022-06-15
154,over 1 2 million dollars has made from RR BAYC and YugaLabs nor the BAYC holders arent going to do anything about it Absolute No IP is owned liars scammers ,2022-06-15
155, Recently a lecture was published by a Chinese whale A9 status holding assets of 15 mil presenting his hypothesis that 3 amp ,2022-06-15
156, Congrats and welcome ,2022-06-15
157,MACC DJ PARTY SNEAK 3 Join the Discord MintingSoon MutantApeCountryClub GACC GrandpaApeCountryClub BAYC MAYC NFTMint NFTMintAlert OpenSeaNFT Kuchuya Mutants ,2022-06-15
158,BAYCZACH I'm confused what do you mean by everything Didn't you say yesterday your BAYC wasn't stolen The scree ,2022-06-15
159, Grandpa Ape Country Club 3735 Rank 763 Rare Trait Bored Kazoo 0 86 GAC ,2022-06-15
160,Check out this item on OpenSea via Bored Ape NFTs NFTCommunity art nftart ETH Ethereum OpenSeaNFT opensea BAYC,2022-06-15
161, Popular NFT collections including the celebrity favored Bored Ape Yacht Club BAYC are being hit hard as the crypto ,2022-06-15
162,Next bull cycle remember that when you see the word Community It really means exit liquidity Never have I invested into something because of Community Crypto BAYC CelsiusNetwork Terra Luna TRON NFTCommmunity altcoins FYP,2022-06-15
163, u tried it yet ,2022-06-15
164, Bored Apes BAYC NFTs Hit a Yearly Record Low Floor Price Drops Below 100K,2022-06-15
165,I sell domains from 0 0099 ETH buy now UDfam Unstoppable Web3 domains Ethereum NFT NFTs NFTCommmunity ApeNFT BAYC OpenSea Polygon NFTGiveaway ,2022-06-15
166,If I could short bayc I really really would It s def going to go below 10 eth Most assymetric trade I ve seen,2022-06-15
167, Bad take Do you still have the Spicy Pumpkins nft Enjoy the art If you sold it at a loss well that's on you Did you really expect a seasonal cartoon pumpkin to be the next BAYC anyway ,2022-06-15
168, They should be perking the shit out of LL No cost for a holder loaded lions are their Flag ship NFT and compare it to BAYC types I don't understand why except they are breaking my grandpa's rule never bend over a dollar bill to pick up a dime ,2022-06-15
169, NFTJapan NFTdrop bayc NFTfamily,2022-06-15
170, TrafficAlertVault flipped BAYC 2643 status Tax Loss Harvesting in 86 WETH out 1 ,2022-06-15
171, Thank you for helping me verify my ownership Excited to join the pride,2022-06-15
172, unsure why i expect bayc holders to understand ideals and values that exist outside the structure of capitalism according to your value principles correct they did nothing wrong perhaps it may be worth u understanding that not everyone has your same values,2022-06-15
173, BOOK PARTNER 1 We re so excited to be working with IC4 Design of Hiroshima JP to design Where s Jenkins set at the ,2022-06-15
174, Grandpa Ape Country Club 542 Rank 2651 Rare Trait Vest 1 66 GACC Gran ,2022-06-15
175,I'm releasing the BAYC MAYC WL form for A Bored Year today instead of tomorrow Please fill it out there's only 1000 NFTs available All apes featured in the book are automatically whitelisted but they're still required to fill out the form ,2022-06-15
176, NFT Whale 'Kirtsting1' just bought 6580 BAYC for 100 ETH 108781 BoredApeYachtClub BAYC whalestats babywhale ,2022-06-15
177,Have you heard of HELIX one of the newest metaverse's coming Claim you free NFT now The world's most immersive metaverse is coming Trailer amp gameplay stream dropping soon NFTs NFTcommunity BAYC Otherside Airdrop ,2022-06-15
178,New RR BAYC minted 5374 RRBAYC NFTs ,2022-06-15
179,hmm should I get a RR BAYC Very tempting,2022-06-15
180, Please make a thread on why you won't sell your bayc for a gazillion dollar,2022-06-15
181, I wish If I would have BAYC,2022-06-15
182,MikeMajlak has purchased his first ever home in LosAngelesCalifornia for a hefty 4 1 million And for those who can t digest it yet here comes another fact he used his BAYC NFT as leverage to make the house his own ,2022-06-15
183,BAYC APE is still valued at 1 BILLION DOLLARS 3 3B fully diluted with Bitcoin now at 18 4K USDT We're nowhere near bottom yet ,2022-06-15
184, The good news in all this is that at least the Ether 2 0 merge became a whole lot easier Next time a BAYC drop won't even clog up the network so lower gas fees It's time to re build ,2022-06-15
185, For those that don t know this is a trippy hat trippy fur blue beam BAYC level timepiece Shit that s awesome ,2022-06-15
186, Bored Ape Yacht Club BAYC NFT 6558 sold for 119 ETH 130 64k ,2022-06-15
187, I think probability of Bayc fading away is low a lot of capital behind the project for it to continue building,2022-06-15
188, Otherdeed 63683 bought for 2 WETH 2157 76 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-15
189, Bored floating in the Dead Sea drinking Chardonnay BAYC ,2022-06-15
190, I agree I see 50 ETH BAYC incoming with ETH price being 600 to 800 Which means 30k to 40k for a floor ape Which considering the fact they were selling for 250k is not a big deal if your liquid because the market will pick back up When it does maybe an ape will cost 1 milly,2022-06-15
191, sweep bayc in a few months when eth is at 500 and they at a 10 eth floor,2022-06-15
192,NewProfilePic BAYC BoredApeYachtClub ,2022-06-15
193, If I had a BAYC I'd take you up on that ,2022-06-15
194, Some people think metaverse is a scam I think it s the future What do you think ,2022-06-15
195,The Crypto Galletto guerrinosantoni nft nftartist nftcollector nfts nftgiveaway nftcommunity nftcollectibles nfrartgallery nftartwork nftnews nftdrop opensea openseanft polygon bitcoin crypto cryptoart nft club nft hunters bayc apefollowape eth ethereum ,2022-06-15
196,where all my bayc amp mayc fam at turns out all my merch only cost 88 in ape bearmarket bright side ,2022-06-15
197, I m still waiting for an answer as holder of BAYC amp otherside How could you possibly share 1 piece of land with the community Can you share the of such land Can you please clarify since it s not possible 1 that would be a security 2 One land is about 2ETH right now ,2022-06-15
198,New RR BAYC minted 5505 RRBAYC NFTs ,2022-06-15
199, BTC Sentiment 18800 What's next for BTC ETH SOL LUNA CRV AVAX ADA BNB FTM MATIC WAVES SHIB DOGE SPY GME AAPL TSLA XRP NEAR LINK FTT APE AXS ZIL CVX FRAX NVDA LOOKS UNI HBAR ALGO DOT UST CRO ATOM VET EGLD RUNE ZEC QNT USDT NFT BAYC,2022-06-15
200,18 As I ve said founded by this marketplace will have 0 royalties something Yuga has not done for the people that have made them billions of dollars The cost to use this MP 1 RR BAYC ,2022-06-15
201,When I think BAYC My next thought instantly goes to Degods and then I do some math no wait forget the math horrible w numbers Anyway this is where my thoughts wind up This could be the next major brand Grateful for all of you LFGHOST WAGBOO NeverForget ,2022-06-15
202, Eth a 1000 Mdrrr azy prend ce ratio metamask binance elon musk trust wallet open sea nft coinbase ftx btc ,2022-06-15
203, 1 11 We all know about BAYC s revolution from NFTs niche to a global mainstream and we've heard many opinions about its exorbitant prices Besides this we cannot fail to see a key point in the construction of a new paradigm of NFT use cases ,2022-06-15
204,for ppl who dont have the context and dont understand how this tweet is even worse than it seems ripps is as always half doing a bit prob thinking he s smartly riffing on the luke turner callouts threads or w ever which only makes the whole thing amp RR BAYC more pathetic lmao,2022-06-15
205, Lol For that you have to ask me for my seedphrase on discord Thats the BAYC way ,2022-06-15
206, Otherdeed 51871 bought for 2 2195 6 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-15
207,ready for the show nft opensea BAYC ,2022-06-15
208,nfts nftinfluencer nftdrop nftcollectors nftcommunity boredapeyachtclub bayc punk cryptopunk crypto bitcoin bitcoins bitcoininvestment nftcollectibles nftnews money invest investment investing love instagram,2022-06-15
209, BAYC just pulled off possibly the worst pump and dump to date Giving away over 100000000 APE tokens to existing holde ,2022-06-15
210,I dont own a But I hope they overtake BAYC apes Art is 100000x better If im gonna be seeing apes for the rest of my life I hope its Primates lmao Wish I had bought lol ,2022-06-15
211, Someone in NYC needs to grab some black paint and go fix the NEKST wall that BAYC just fucked up Incredibly stupid and dis ,2022-06-15
212, i still think it was a waste of an insane amount of capital for most people that chased the pump and became exit liquidity for BAYC holders though one of many things that drained a shit ton of retail money out when we didnt have healthy inflow of new ,2022-06-15
213, if you re a holder and i don t follow you drop a comment with your ape includes BAYC MAYC and dogs ,2022-06-15
214, 1year and 3 ATH Good time for Bankless to buy BTC now Why wait for BR JPM BAYC EM BANKS or SWWORRA3 Crypto Pump in Global Recession Crypto is GOLD,2022-06-15
215, CLAIM OR DIE ,2022-06-15
216,bayc was about 350 around a year ago imagine selling it for x2 ,2022-06-15
217, BAYC Bored Ape Yacht Club Chart vs BTC 2018 Chart The psychology of a bubble is in play NFTs APE ApeCoin seems l ,2022-06-15
218,BAYC s Otherside Metaverse Demo Gameplay Revealed ,2022-06-15
219,New RR BAYC minted 5459 RRBAYC NFTs ,2022-06-15
220,Careful with this one looks like someone bought a 200k followers account and is impersonating otherside BAYC Do your part and report it ,2022-06-15
221, FREE otherside NFT GIVEAWAY To win 1 Follow 2 Retweet my Pin tweet amp this tweet 3 Drop your ETH wallet address Winner at 10 days nftCommunity nftcollector nftart NFTProject NFTGiveaway NFTs NFTd NFT Airdrop NFTdrops NFTGiveaways BAYC ,2022-06-15
222, Business card eth 0 25 E Pay us eth 0 155 E ensdomains Ethereum NFT NFTCommmunity ETH Domain ,2022-06-15
223, Bugatti Bugatti Bugatti Dubai Police Bugatti NFTs NFTcommunity womenrise UAE NFTcollection BAYC ,2022-06-15
224,I'll let the community decide whta they want for the 4 slots available at 4k 4 5k 5k amp 5 5 K NFTCommunity FreeMint Freenfts Etherum Bayc mayc goblintownwtf cashprizes APESNOTLEAVING NFTNYC2022 Let me know your suggestions ,2022-06-15
225,Just incase someone was wondering about this recent huge BAYC sale This was indeed a fake trade just for marketing The buyer of this BAYC owns a shady blockchain platform which is used for airdrops or somethin He was already the owner of this BAYC and sold it to himself ,2022-06-15
226,BAYC started a war lol ,2022-06-15
227, Oh my Yes please what about a Koda to go with the BAYC ,2022-06-15
228, Seth Green paid worth 300K to regain back his stolen BAYC This specific NFT was meant to star his upcoming TV show White ,2022-06-15
229, Snipe Alert Jun 17 10 00 am Bored Ape Kennel Club Target Price 9 00 Floor Price 5 9999 MemberoneAlpha mayc bayc bakc,2022-06-15
